constraint 	-> 4 
tips 	-> 4 
rush 	-> 1 3 4 5 
driftless 	-> 2 3 
curl 	-> 1 3 5 
wrench 	-> 1 3 5 
forbidden 	-> 4 
superior 	-> 4 
lucas 	-> 4 
london 	-> 4 
ornithon 	-> 2 3 
comicocynical 	-> 2 3 
salvador 	-> 4 
warnings 	-> 4 
birmingham 	-> 4 
butterfly 	-> 4 
sixpence 	-> 2 3 
blah 	-> 4 
appliance 	-> 1 3 4 5 
evangelary 	-> 2 3 
naked 	-> 4 
fluffy 	-> 1 3 5 
champion 	-> 4 
earn 	-> 1 3 4 5 
incorporeal 	-> 2 3 
pointer 	-> 2 3 4 
card 	-> 1 3 4 5 
grease 	-> 1 3 5 
appreciation 	-> 4 
seedbox 	-> 2 3 
crazy 	-> 1 3 4 5 
gov 	-> 4 
suite 	-> 4 
ad 	-> 1 3 4 5 
children 	-> 1 3 4 5 
bounce 	-> 1 3 5 
semi 	-> 4 
second-hand 	-> 1 3 5 
fire 	-> 1 3 4 5 
mammoth 	-> 1 3 5 
mini 	-> 4 
mixed 	-> 1 3 4 5 
pm 	-> 4 
gamy 	-> 1 3 5 
kindhearted 	-> 1 3 5 
glistening 	-> 1 3 5 
passing 	-> 4 
postposted 	-> 4 
venice 	-> 4 
purple 	-> 1 3 4 5 
happened 	-> 4 
craven 	-> 1 3 5 
suppliers 	-> 4 
disgusted 	-> 1 3 5 
simulations 	-> 4 
promoting 	-> 4 
develop 	-> 1 3 4 5 
mali 	-> 4 
support 	-> 1 3 4 5 
cvs 	-> 4 
dod 	-> 4 
projectors 	-> 4 
spa 	-> 4 
plate 	-> 1 3 4 5 
proposals 	-> 4 
coalition 	-> 4 
crow 	-> 1 3 5 
manitoba 	-> 4 
per 	-> 4 
retained 	-> 4 
pail 	-> 1 3 5 
plastic 	-> 1 3 4 5 
headers 	-> 4 
vertical 	-> 4 
unusual 	-> 1 3 4 5 
crooningly 	-> 2 3 
reasonable 	-> 4 
if 	-> 4 
console 	-> 4 
end 	-> 1 3 4 5 
quartz 	-> 1 3 5 
serial 	-> 4 
computation 	-> 4 
seekers 	-> 4 
safari 	-> 4 
subproduct 	-> 2 3 
scandalous 	-> 1 3 5 
lime 	-> 4 
former 	-> 4 
tabs 	-> 4 
reno 	-> 4 
Muncerian 	-> 2 3 
matches 	-> 4 
thorax 	-> 2 3 
flight 	-> 1 3 4 5 
ground 	-> 1 3 4 5 
border 	-> 1 3 4 5 
yellow 	-> 1 3 4 5 
kick 	-> 1 3 4 5 
daily 	-> 1 3 4 5 
dural 	-> 2 3 
digestion 	-> 1 3 5 
thesis 	-> 4 
walk 	-> 1 3 4 5 
varied 	-> 4 
maui 	-> 4 
march 	-> 1 3 4 5 
inconclusive 	-> 1 3 5 
plus 	-> 4 
filename 	-> 4 
oscar 	-> 4 
undress 	-> 1 3 5 
wesley 	-> 4 
contributor 	-> 4 
glamorous 	-> 1 3 5 
song 	-> 1 2 3 4 5 
 	-> 1 4 5 
delirious 	-> 1 3 5 
quirky 	-> 1 3 5 
census 	-> 4 
tomato 	-> 4 
help 	-> 1 3 4 5 
bubble 	-> 1 3 4 5 
receptors 	-> 4 
nav 	-> 4 
three 	-> 1 3 4 5 
delightful 	-> 1 3 5 
foremasthand 	-> 2 3 
pear 	-> 1 3 5 
versions 	-> 4 
trepidatory 	-> 2 3 
divergent 	-> 1 3 5 
really 	-> 4 
catch 	-> 4 
antivaccinist 	-> 2 3 
steep 	-> 1 3 5 
billion 	-> 4 
winer 	-> 2 3 
unprejudicial 	-> 2 3 
accept 	-> 1 3 4 5 
r 	-> 4 
years 	-> 4 
structural 	-> 4 
ceaseless 	-> 1 3 5 
appendix 	-> 4 
attack 	-> 1 3 4 5 
receiving 	-> 4 
served 	-> 4 
becomes 	-> 4 
tonguiness 	-> 2 3 
brooklyn 	-> 4 
response 	-> 4 
shanghai 	-> 4 
black-and-white 	-> 1 3 5 
string 	-> 1 3 4 5 
legal 	-> 1 3 4 5 
proposition 	-> 4 
tray 	-> 1 3 4 5 
revocability 	-> 2 3 
converter 	-> 4 
trackback 	-> 4 
mice 	-> 1 3 4 5 
ct 	-> 4 
verification 	-> 4 
swinehull 	-> 2 3 
prescription 	-> 4 
private 	-> 1 3 4 5 
breezy 	-> 1 3 5 
alleged 	-> 1 3 4 5 
dylan 	-> 4 
Blackbeard 	-> 2 3 
designer 	-> 4 
fairy 	-> 4 
arm 	-> 1 3 4 5 
heavenly 	-> 1 3 5 
label 	-> 1 3 4 5 
trace 	-> 1 3 4 5 
indeformable 	-> 2 3 
purpose 	-> 1 3 4 5 
kettledrummer 	-> 2 3 
vi 	-> 4 
intervals 	-> 4 
trouble 	-> 1 3 4 5 
abject 	-> 1 3 5 
debonair 	-> 1 3 5 
fireman 	-> 1 3 5 
Chlamydoselachus 	-> 2 3 
appendicle 	-> 2 3 
betting 	-> 4 
concentrate 	-> 1 3 4 5 
periductal 	-> 2 3 
adephagan 	-> 2 3 
doctor 	-> 1 3 4 5 
defective 	-> 1 3 5 
identify 	-> 1 3 4 5 
marked 	-> 1 3 4 5 
revelation 	-> 4 
advisory 	-> 4 
ways 	-> 4 
members 	-> 4 
futures 	-> 4 
labored 	-> 1 3 5 
opinions 	-> 4 
atlantic 	-> 4 
beginners 	-> 4 
technical 	-> 4 
imitability 	-> 2 3 
dog 	-> 1 3 4 5 
scuba 	-> 4 
anderson 	-> 4 
dogs 	-> 1 3 4 5 
contemporary 	-> 4 
primary 	-> 4 
hedgy 	-> 2 3 
disk 	-> 4 
here 	-> 4 
stranger 	-> 1 3 4 5 
excited 	-> 1 3 4 5 
cynical 	-> 1 3 5 
journalism 	-> 4 
professor 	-> 4 
determined 	-> 1 3 4 5 
sexy 	-> 4 
studbook 	-> 2 3 
powerhouse 	-> 2 3 
angle 	-> 1 3 4 5 
southwest 	-> 4 
spotty 	-> 1 3 5 
wn 	-> 4 
poditic 	-> 2 3 
cad 	-> 4 
seattle 	-> 4 
bug 	-> 4 
scintillating 	-> 1 3 5 
fbi 	-> 4 
cm 	-> 4 
alley 	-> 2 3 
railway 	-> 1 3 4 5 
exclusive 	-> 1 3 4 5 
restore 	-> 4 
bipyridyl 	-> 2 3 
flatwise 	-> 2 3 
theaters 	-> 4 
tough 	-> 1 3 4 5 
actions 	-> 4 
adjustable 	-> 4 
measure 	-> 1 3 4 5 
spears 	-> 4 
sniff 	-> 1 3 5 
acquisition 	-> 4 
immigration 	-> 4 
fuel 	-> 1 3 4 5 
amused 	-> 1 3 5 
penalty 	-> 4 
ext 	-> 4 
mitten 	-> 1 3 5 
post 	-> 1 3 4 5 
computational 	-> 4 
hands 	-> 1 3 4 5 
zebra 	-> 1 3 5 
rio 	-> 4 
cir 	-> 4 
madly 	-> 1 3 5 
by 	-> 4 
heartbreaking 	-> 1 3 5 
sql 	-> 4 
ambien 	-> 4 
bw 	-> 4 
mature 	-> 1 3 4 5 
attend 	-> 1 3 4 5 
hypothetical 	-> 4 
north 	-> 1 3 4 5 
circle 	-> 1 3 4 5 
toy 	-> 1 3 4 5 
path 	-> 4 
plantation 	-> 1 3 5 
literature 	-> 4 
cemetery 	-> 1 3 4 5 
nyc 	-> 4 
upcover 	-> 2 3 
perception 	-> 4 
twisted 	-> 4 
uncovered 	-> 1 3 5 
merchants 	-> 4 
fail 	-> 1 3 4 5 
shrill 	-> 1 3 5 
Dyophysitism 	-> 2 3 
baths 	-> 4 
machine 	-> 1 3 4 5 
sparkling 	-> 1 3 5 
surgical 	-> 4 
pgp 	-> 4 
praise 	-> 4 
magazine 	-> 4 
shall 	-> 4 
soggy 	-> 1 3 5 
telling 	-> 1 3 4 5 
course 	-> 4 
Honduran 	-> 2 3 
workable 	-> 1 3 5 
addition 	-> 1 3 4 5 
shelf 	-> 1 3 4 5 
ver 	-> 4 
poor 	-> 1 3 4 5 
greet 	-> 1 3 5 
taylor 	-> 4 
cent 	-> 1 3 4 5 
bumpy 	-> 1 3 5 
stain 	-> 1 3 5 
expense 	-> 4 
ranch 	-> 4 
asbestos 	-> 4 
hallowed 	-> 1 3 5 
craps 	-> 4 
ins 	-> 4 
wm 	-> 4 
ghz 	-> 4 
Orobanche 	-> 2 3 
qualified 	-> 4 
whistle 	-> 1 3 5 
colour 	-> 1 3 4 5 
repudiationist 	-> 2 3 
verbal 	-> 4 
income 	-> 1 3 4 5 
rj 	-> 4 
intersex 	-> 2 3 
cough 	-> 1 3 5 
nw 	-> 4 
business 	-> 1 3 4 5 
licentiate 	-> 2 3 
impressive 	-> 4 
abrasive 	-> 1 3 5 
hills 	-> 4 
as 	-> 4 
acceptable 	-> 1 3 4 5 
summaries 	-> 4 
spade 	-> 1 3 5 
rambunctious 	-> 1 3 5 
cannon 	-> 1 3 4 5 
henter 	-> 2 3 
rugby 	-> 4 
atlanta 	-> 4 
antigua 	-> 4 
fear 	-> 1 3 4 5 
ahead 	-> 1 3 4 5 
bang 	-> 1 3 4 5 
pensions 	-> 4 
twinks 	-> 4 
stale 	-> 1 3 5 
samsara 	-> 2 3 
mandatory 	-> 4 
bucket 	-> 1 3 5 
acrylic 	-> 4 
thumb 	-> 1 3 4 5 
mycomycete 	-> 2 3 
donor 	-> 4 
workflow 	-> 4 
rampant 	-> 1 3 5 
rock 	-> 1 3 4 5 
currencies 	-> 4 
better 	-> 1 3 4 5 
dude 	-> 4 
cooper 	-> 4 
worlds 	-> 4 
low 	-> 1 3 4 5 
flash 	-> 1 3 4 5 
sheet 	-> 1 3 4 5 
establishing 	-> 4 
xl 	-> 4 
in 	-> 4 
pike 	-> 4 
guru 	-> 4 
that 	-> 4 
efficiently 	-> 4 
towers 	-> 4 
quiet 	-> 1 3 4 5 
tire 	-> 1 3 4 5 
hair 	-> 1 3 4 5 
smell 	-> 1 3 4 5 
southampton 	-> 4 
temperature 	-> 4 
batteries 	-> 4 
rendering 	-> 4 
unfasten 	-> 1 3 5 
secretary 	-> 1 3 4 5 
rampire 	-> 2 3 
farm 	-> 1 3 4 5 
intenable 	-> 2 3 
disastrous 	-> 1 3 5 
object 	-> 1 3 4 5 
ship 	-> 1 3 4 5 
obedient 	-> 1 3 5 
horse 	-> 1 3 4 5 
caption 	-> 1 3 5 
gyromagnetic 	-> 2 3 
disillusioned 	-> 1 3 5 
combining 	-> 4 
types 	-> 4 
giraffe 	-> 1 3 5 
automobile 	-> 4 
recreation 	-> 4 
own 	-> 1 3 4 5 
treatment 	-> 1 3 4 5 
animated 	-> 1 3 4 5 
daniel 	-> 4 
anna 	-> 4 
jittery 	-> 1 3 5 
wp 	-> 4 
dates 	-> 4 
abscession 	-> 2 3 
plain 	-> 1 3 4 5 
turning 	-> 4 
prayer 	-> 4 
fetch 	-> 1 3 5 
nonlover 	-> 2 3 
und 	-> 4 
citizenship 	-> 4 
lick 	-> 1 3 5 
upgrading 	-> 4 
learned 	-> 1 3 4 5 
wav 	-> 4 
time 	-> 1 3 4 5 
gothic 	-> 4 
twig 	-> 1 3 5 
separate 	-> 1 3 4 5 
tribase 	-> 2 3 
mrna 	-> 4 
squeeze 	-> 1 3 5 
meal 	-> 1 3 4 5 
aweary 	-> 2 3 
cycle 	-> 1 3 4 5 
mat 	-> 4 
compiler 	-> 4 
undisputed 	-> 2 3 
hanging 	-> 1 3 4 5 
foot 	-> 1 3 4 5 
simple 	-> 1 3 4 5 
freedom 	-> 4 
passage 	-> 4 
scared 	-> 1 3 5 
shake 	-> 1 3 4 5 
uh 	-> 4 
copulate 	-> 2 3 
kg 	-> 4 
donkey 	-> 1 3 5 
chosen 	-> 4 
plumbum 	-> 2 3 
sb 	-> 4 
cr 	-> 4 
cj 	-> 4 
faulty 	-> 1 3 5 
gradient 	-> 2 3 
shivering 	-> 1 3 5 
mercy 	-> 4 
spectacular 	-> 1 3 4 5 
displaying 	-> 4 
aberrant 	-> 1 3 5 
didactic 	-> 1 3 5 
prime 	-> 4 
she 	-> 4 
sleeps 	-> 4 
linen 	-> 1 3 5 
olive 	-> 4 
personally 	-> 4 
ludicrous 	-> 1 3 5 
lunchroom 	-> 1 3 5 
advisors 	-> 4 
depressed 	-> 1 3 5 
Acacian 	-> 2 3 
uppity 	-> 1 3 5 
slip 	-> 1 3 4 5 
birds 	-> 1 3 4 5 
spanking 	-> 4 
economies 	-> 4 
unoperably 	-> 2 3 
unequaled 	-> 1 3 5 
scottish 	-> 4 
accidents 	-> 4 
fujitsu 	-> 4 
mindless 	-> 1 3 5 
betso 	-> 2 3 
villa 	-> 4 
launch 	-> 1 3 4 5 
tongue 	-> 1 3 4 5 
inches 	-> 4 
door 	-> 1 3 4 5 
remains 	-> 4 
rabbit 	-> 1 3 4 5 
blind 	-> 1 3 4 5 
front 	-> 1 3 4 5 
spectrum 	-> 4 
springfield 	-> 4 
approval 	-> 1 3 4 5 
timing 	-> 4 
iraqi 	-> 4 
successfully 	-> 4 
how 	-> 4 
lane 	-> 4 
causes 	-> 4 
boards 	-> 4 
magnificent 	-> 1 3 4 5 
books 	-> 1 3 4 5 
bowling 	-> 4 
cake 	-> 1 3 4 5 
domestic 	-> 4 
starting 	-> 4 
technique 	-> 4 
cat 	-> 1 3 4 5 
lonely 	-> 1 3 4 5 
preaffiliation 	-> 2 3 
documents 	-> 4 
diagram 	-> 4 
ia 	-> 4 
thoroughly 	-> 4 
pour 	-> 1 3 4 5 
return 	-> 1 3 4 5 
ambry 	-> 2 3 
fat 	-> 1 3 4 5 
embarrassed 	-> 1 3 5 
satisfactory 	-> 4 
table 	-> 1 3 4 5 
bros 	-> 4 
entertaining 	-> 1 3 4 5 
photographer 	-> 4 
pt 	-> 4 
fix 	-> 1 3 4 5 
tablets 	-> 4 
matter 	-> 1 3 4 5 
straw 	-> 1 3 5 
utilization 	-> 4 
rotten 	-> 1 3 5 
tribute 	-> 4 
porwigle 	-> 2 3 
laborer 	-> 1 3 5 
lazy 	-> 1 3 4 5 
sound 	-> 1 3 4 5 
cancroid 	-> 2 3 
candles 	-> 4 
swing 	-> 1 3 4 5 
fill 	-> 1 3 4 5 
arrest 	-> 1 3 4 5 
cut 	-> 1 3 4 5 
perspectives 	-> 4 
mitsubishi 	-> 4 
unwrap 	-> 4 
johnston 	-> 4 
lamentable 	-> 1 3 5 
has 	-> 4 
cal 	-> 4 
foo 	-> 4 
agreeable 	-> 1 3 5 
explanation 	-> 4 
electroforming 	-> 2 3 
cartoon 	-> 4 
definitions 	-> 4 
recess 	-> 1 3 5 
coordination 	-> 4 
preston 	-> 4 
overeducate 	-> 2 3 
ninut 	-> 2 3 
jeremy 	-> 4 
guardian 	-> 4 
perpetual 	-> 1 3 5 
emission 	-> 4 
actor 	-> 1 3 4 5 
deer 	-> 1 3 4 5 
extra-large 	-> 1 3 5 
slap 	-> 1 3 5 
scientific 	-> 1 3 4 5 
snake 	-> 1 3 4 5 
stock 	-> 4 
quizzical 	-> 1 3 5 
spec 	-> 4 
sunrise 	-> 4 
execute 	-> 4 
gg 	-> 4 
groan 	-> 1 3 5 
where 	-> 4 
osmometric 	-> 2 3 
two 	-> 1 3 4 5 
dynamic 	-> 1 3 4 5 
prospects 	-> 4 
authorization 	-> 4 
belligerent 	-> 1 3 5 
adipex 	-> 4 
speaker 	-> 4 
lip 	-> 1 3 4 5 
tungstate 	-> 2 3 
size 	-> 1 3 4 5 
mozilla 	-> 4 
yarn 	-> 1 3 4 5 
premiere 	-> 4 
melodic 	-> 1 3 5 
capabilities 	-> 4 
sticker 	-> 4 
scissors 	-> 1 3 5 
detect 	-> 1 3 4 5 
refugees 	-> 4 
polyphonic 	-> 4 
linked 	-> 4 
acc 	-> 4 
those 	-> 4 
baseball 	-> 1 2 3 4 5 
certified 	-> 4 
experienced 	-> 4 
shipment 	-> 4 
comparison 	-> 1 3 4 5 
incenter 	-> 2 3 
dense 	-> 4 
bound 	-> 4 
spark 	-> 1 3 5 
rc 	-> 4 
both 	-> 4 
nonstop 	-> 1 3 5 
exclusion 	-> 4 
cloth 	-> 1 3 4 5 
medline 	-> 4 
prefer 	-> 1 3 4 5 
wt 	-> 4 
windy 	-> 1 3 5 
vault 	-> 4 
tv 	-> 4 
burnt 	-> 2 3 
eminent 	-> 1 3 5 
scelerat 	-> 2 3 
satisfying 	-> 1 2 3 5 
camera 	-> 1 3 4 5 
then 	-> 4 
afford 	-> 1 3 4 5 
basket 	-> 1 3 4 5 
periodically 	-> 4 
fig 	-> 4 
gods 	-> 4 
quarter 	-> 1 3 4 5 
tasteless 	-> 1 3 5 
efficient 	-> 1 3 4 5 
fang 	-> 1 3 5 
accepting 	-> 4 
steadfast 	-> 1 3 5 
ra 	-> 4 
adhesive 	-> 1 3 5 
girl 	-> 1 3 4 5 
passport 	-> 4 
obtain 	-> 1 3 4 5 
intake 	-> 4 
phreatophyte 	-> 2 3 
thing 	-> 1 3 4 5 
joyous 	-> 1 3 5 
lowly 	-> 1 3 5 
forum 	-> 4 
bells 	-> 1 3 5 
replication 	-> 4 
relay 	-> 4 
location 	-> 4 
slide 	-> 4 
sequence 	-> 4 
shame 	-> 1 3 4 5 
union 	-> 4 
Babel 	-> 2 3 
surveillance 	-> 4 
superb 	-> 1 3 4 5 
Saratogan 	-> 2 3 
unpunishable 	-> 2 3 
responsibilities 	-> 4 
kettle 	-> 1 3 5 
injure 	-> 1 3 5 
eyes 	-> 1 3 4 5 
university 	-> 4 
party 	-> 1 3 4 5 
clocks 	-> 4 
contrast 	-> 4 
poem 	-> 4 
vengeful 	-> 1 3 5 
gold 	-> 1 2 3 4 5 
consent 	-> 4 
mind 	-> 1 3 4 5 
twelve 	-> 4 
unaccommodatingly 	-> 2 3 
elastic 	-> 1 3 5 
rhythm 	-> 1 3 4 5 
whether 	-> 4 
tortricoid 	-> 2 3 
pass 	-> 1 3 4 5 
amylopsin 	-> 2 3 
grande 	-> 4 
display 	-> 4 
districts 	-> 4 
focus 	-> 4 
disagree 	-> 1 3 4 5 
cure 	-> 1 3 4 5 
supreme 	-> 1 3 4 5 
utility 	-> 4 
strengthen 	-> 1 3 4 5 
unit 	-> 1 3 4 5 
icy 	-> 1 3 5 
escropulo 	-> 2 3 
brief 	-> 1 3 4 5 
directed 	-> 4 
hemarthrosis 	-> 2 3 
exp 	-> 4 
uruguay 	-> 4 
blot 	-> 1 3 5 
ordinary 	-> 1 3 4 5 
exploring 	-> 4 
volatile 	-> 1 3 5 
one 	-> 1 3 4 5 
Lin 	-> 2 3 
dildo 	-> 4 
complete 	-> 1 3 4 5 
invincible 	-> 1 3 5 
secrets 	-> 4 
sunshine 	-> 4 
various 	-> 1 3 4 5 
october 	-> 4 
ignorant 	-> 1 3 5 
glue 	-> 1 3 5 
orchestra 	-> 4 
pneumonic 	-> 2 3 
compliant 	-> 4 
needs 	-> 4 
unused 	-> 1 3 5 
bait 	-> 1 3 5 
husky 	-> 1 3 5 
township 	-> 4 
nitrogen 	-> 4 
pole 	-> 4 
writing 	-> 1 3 4 5 
blues 	-> 4 
annoyed 	-> 1 3 5 
average 	-> 1 3 4 5 
islands 	-> 4 
sensors 	-> 4 
orange 	-> 1 3 4 5 
weird 	-> 4 
remembered 	-> 4 
python 	-> 4 
publicly 	-> 4 
firefox 	-> 4 
root 	-> 1 3 4 5 
colossal 	-> 1 3 5 
likes 	-> 4 
bow 	-> 1 3 4 5 
nowhere 	-> 4 
ba 	-> 4 
continues 	-> 4 
occur 	-> 1 3 4 5 
bewildered 	-> 1 3 5 
knowledge 	-> 1 3 4 5 
drown 	-> 1 3 5 
screen 	-> 4 
meals 	-> 4 
oceanic 	-> 1 3 5 
yea 	-> 4 
lopsided 	-> 1 3 5 
transit 	-> 4 
css 	-> 4 
ingrowth 	-> 2 3 
vacation 	-> 1 3 4 5 
symptomatic 	-> 1 3 5 
warranties 	-> 4 
spam 	-> 4 
baller 	-> 2 3 
sim 	-> 4 
divx 	-> 4 
buyers 	-> 4 
eye 	-> 1 3 4 5 
infamous 	-> 1 3 5 
attorney 	-> 4 
cancer 	-> 4 
accidental 	-> 1 3 5 
tacit 	-> 1 3 5 
hydrant 	-> 1 3 5 
check 	-> 1 3 4 5 
needy 	-> 1 3 5 
nba 	-> 4 
abusive 	-> 1 3 5 
acrid 	-> 1 3 5 
unhero 	-> 2 3 
tiny 	-> 1 3 4 5 
doll 	-> 1 3 4 5 
together 	-> 4 
reamer 	-> 2 3 
double 	-> 1 3 4 5 
unjagged 	-> 2 3 
perfect 	-> 1 3 4 5 
stay 	-> 1 3 4 5 
copies 	-> 4 
sex 	-> 4 
finicky 	-> 1 3 5 
actually 	-> 1 3 4 5 
remedy 	-> 4 
totals 	-> 4 
incidence 	-> 4 
cho 	-> 4 
bad 	-> 1 3 4 5 
Latvian 	-> 2 3 
sidewalk 	-> 1 3 5 
ubiquitous 	-> 1 3 5 
trip 	-> 1 3 4 5 
accommodation 	-> 4 
top 	-> 1 3 4 5 
ar 	-> 4 
bargain 	-> 4 
findarticles 	-> 4 
amazing 	-> 1 3 4 5 
electrodynamism 	-> 2 3 
interregnum 	-> 2 3 
well-to-do 	-> 1 3 5 
succinct 	-> 1 3 5 
bikini 	-> 4 
rely 	-> 1 3 4 5 
loc 	-> 4 
dermobranchiata 	-> 2 3 
osteoid 	-> 2 3 
christopher 	-> 4 
chris 	-> 4 
crowded 	-> 1 3 5 
hope 	-> 1 3 4 5 
encourage 	-> 1 3 4 5 
rays 	-> 4 
vestal 	-> 2 3 
refrigerator 	-> 4 
marina 	-> 4 
sail 	-> 1 3 4 5 
vatican 	-> 4 
cubic 	-> 4 
attract 	-> 1 3 4 5 
direful 	-> 1 3 5 
singer 	-> 4 
stockishness 	-> 2 3 
numberless 	-> 1 3 5 
brick 	-> 1 3 4 5 
quarrelsome 	-> 1 3 5 
beroll 	-> 2 3 
shiny 	-> 1 3 5 
gym 	-> 4 
iron 	-> 1 3 4 5 
madonna 	-> 4 
knight 	-> 4 
sexo 	-> 4 
charming 	-> 1 3 4 5 
fetish 	-> 4 
ears 	-> 4 
wooden 	-> 1 3 4 5 
municipal 	-> 4 
beliefs 	-> 4 
gregory 	-> 4 
release 	-> 1 3 4 5 
pulse 	-> 4 
carmoisin 	-> 2 3 
cached 	-> 4 
today 	-> 4 
quiver 	-> 1 3 5 
undefined 	-> 4 
fly 	-> 1 3 4 5 
shoppingcom 	-> 4 
surgery 	-> 4 
related 	-> 4 
esthesiometer 	-> 2 3 
guard 	-> 1 3 4 5 
pray 	-> 1 3 4 5 
jazzy 	-> 1 3 5 
belief 	-> 1 3 4 5 
trees 	-> 1 3 4 5 
Birkenhead 	-> 2 3 
rd 	-> 4 
sciences 	-> 4 
boating 	-> 4 
rebound 	-> 4 
loan 	-> 4 
ringe 	-> 2 3 
whirl 	-> 1 3 5 
frantic 	-> 1 3 5 
calcium 	-> 4 
cove 	-> 4 
cute 	-> 1 3 4 5 
diesel 	-> 4 
draw 	-> 4 
fridge 	-> 4 
internal 	-> 1 3 4 5 
sculpture 	-> 4 
zoo 	-> 1 3 4 5 
emotional 	-> 4 
reflect 	-> 1 3 4 5 
personalism 	-> 2 3 
eagle 	-> 4 
nystagmus 	-> 2 3 
applicable 	-> 4 
features 	-> 4 
mint 	-> 1 3 4 5 
untidy 	-> 1 3 5 
surround 	-> 1 3 4 5 
cause 	-> 1 3 4 5 
tendency 	-> 1 3 5 
harbor 	-> 1 3 4 5 
slim 	-> 1 3 4 5 
materialistic 	-> 1 3 5 
sisters 	-> 1 3 4 5 
summer 	-> 1 3 4 5 
pg 	-> 4 
you 	-> 4 
viruses 	-> 4 
productions 	-> 4 
useless 	-> 1 3 5 
physicians 	-> 4 
bombastic 	-> 2 3 
tempt 	-> 1 3 5 
hierogrammatical 	-> 2 3 
suggested 	-> 4 
hartford 	-> 4 
brunette 	-> 4 
pipe 	-> 1 3 4 5 
sad 	-> 1 3 4 5 
wrong 	-> 1 3 4 5 
ipod 	-> 4 
mighty 	-> 1 3 4 5 
notice 	-> 1 3 4 5 
horn 	-> 1 3 4 5 
guitar 	-> 1 3 4 5 
credit 	-> 1 3 4 5 
serving 	-> 4 
places 	-> 4 
dildos 	-> 4 
sentence 	-> 4 
ontario 	-> 4 
timber 	-> 4 
network 	-> 4 
Nora 	-> 2 3 
resolution 	-> 4 
far 	-> 1 3 4 5 
meliceris 	-> 2 3 
shiver 	-> 1 3 5 
chen 	-> 4 
blackjack 	-> 4 
wholesale 	-> 1 3 4 5 
certainly 	-> 4 
bedford 	-> 4 
macho 	-> 1 3 5 
mandelic 	-> 2 3 
our 	-> 4 
jerusalem 	-> 4 
enclosed 	-> 4 
arrive 	-> 1 3 4 5 
vbulletin 	-> 4 
hurry 	-> 1 3 5 
offer 	-> 1 3 4 5 
sheffield 	-> 4 
cub 	-> 1 3 5 
infant 	-> 4 
effect 	-> 1 3 4 5 
eager 	-> 1 3 5 
billy 	-> 4 
withdrawment 	-> 2 3 
furtive 	-> 1 3 5 
texture 	-> 1 3 4 5 
rape 	-> 4 
wiring 	-> 4 
flowery 	-> 1 3 5 
taste 	-> 1 3 4 5 
admire 	-> 1 3 5 
dreary 	-> 1 3 5 
rent 	-> 4 
unwritten 	-> 1 3 5 
ri 	-> 4 
action 	-> 1 3 4 5 
sufficient 	-> 4 
able 	-> 1 3 4 5 
guarantees 	-> 4 
badge 	-> 1 3 4 5 
web 	-> 4 
ronald 	-> 4 
woozy 	-> 1 3 5 
jog 	-> 1 3 5 
rot 	-> 1 3 5 
oe 	-> 4 
addressed 	-> 4 
momentous 	-> 1 3 5 
submit 	-> 4 
maximum 	-> 4 
curve 	-> 1 3 4 5 
alert 	-> 1 3 4 5 
stated 	-> 4 
wandering 	-> 1 3 5 
ill-informed 	-> 1 3 5 
andrews 	-> 4 
overt 	-> 1 3 5 
xbox 	-> 4 
delay 	-> 1 3 4 5 
raleigh 	-> 4 
louisville 	-> 4 
witty 	-> 1 3 5 
brokers 	-> 4 
toothbrush 	-> 1 3 5 
href 	-> 4 
branch 	-> 1 3 4 5 
growth 	-> 1 3 4 5 
advertisers 	-> 4 
company 	-> 1 3 4 5 
clause 	-> 4 
takes 	-> 4 
thousands 	-> 4 
soup 	-> 1 3 4 5 
littleneck 	-> 2 3 
spiteful 	-> 1 3 5 
decorous 	-> 1 3 5 
jones 	-> 4 
male 	-> 1 3 4 5 
challenge 	-> 1 3 4 5 
donation 	-> 4 
portraits 	-> 4 
ratty 	-> 1 3 5 
responsibility 	-> 4 
star 	-> 1 3 4 5 
true 	-> 1 3 4 5 
floral 	-> 4 
fold 	-> 1 3 4 5 
indeed 	-> 4 
benefit 	-> 4 
arch 	-> 1 3 4 5 
treasurer 	-> 4 
qt 	-> 4 
crush 	-> 1 3 5 
layout 	-> 4 
nasty 	-> 1 3 4 5 
yale 	-> 4 
placid 	-> 1 3 5 
uptight 	-> 1 3 5 
band 	-> 4 
festive 	-> 1 3 5 
gusty 	-> 1 3 5 
hover 	-> 1 3 5 
whats 	-> 4 
unifoliolate 	-> 2 3 
albany 	-> 4 
stick 	-> 1 3 4 5 
spouse 	-> 4 
introductoriness 	-> 2 3 
clouds 	-> 4 
bracket 	-> 4 
married 	-> 1 3 4 5 
mitchell 	-> 4 
fishing 	-> 4 
u 	-> 4 
rolled 	-> 4 
media 	-> 4 
powell 	-> 4 
boast 	-> 1 3 5 
cooing 	-> 1 3 5 
pharmaceuticals 	-> 4 
giants 	-> 1 3 4 5 
introduce 	-> 1 3 4 5 
bead 	-> 1 3 5 
expressions 	-> 4 
ak 	-> 4 
land 	-> 1 3 4 5 
lucky 	-> 1 3 4 5 
tickle 	-> 1 3 5 
new 	-> 1 3 4 5 
rebecca 	-> 4 
roulette 	-> 4 
zealous 	-> 1 3 5 
stadium 	-> 4 
fathers 	-> 4 
little 	-> 1 3 4 5 
few 	-> 1 3 4 5 
